[Sun Feb  5 00:00:33 2017] Report del giorno Sunday February 05 2017 -- INVIATO a centraline@googlegroups.com
00:00-Sun-Feb-05-2017 PM2.5 |   4.70 |   4.63 |   5.69 |   3.68 |   0.00 |   0.00 |
00:01-Sun-Feb-05-2017 PM10  |  17.80 |  17.80 |  17.80 |  17.80 |   0.00 |   0.00 |
00:01-Sun-Feb-05-2017 PM2.5 |   4.60 |   4.60 |   4.60 |   4.60 |   0.00 |   0.00 |
00:06-Sun-Feb-05-2017 PM10  |  14.73 |  16.27 |  17.80 |  14.73 |   0.00 |   0.00 |
00:06-Sun-Feb-05-2017 PM2.5 |   4.76 |   4.68 |   4.76 |   4.60 |   0.00 |   0.00 |
00:07-Sun-Feb-05-2017 PM10  |  12.53 |  15.02 |  17.80 |  12.53 |   0.00 |   0.00 |
00:07-Sun-Feb-05-2017 PM2.5 |   4.32 |   4.56 |   4.76 |   4.32 |   0.00 |   0.00 |
00:12-Sun-Feb-05-2017 PM10  |  14.79 |  14.96 |  17.80 |  12.53 |   0.00 |   0.00 |
00:12-Sun-Feb-05-2017 PM2.5 |   4.82 |   4.63 |   4.82 |   4.32 |   0.00 |   0.00 |
00:13-Sun-Feb-05-2017 PM10  |  14.79 |  14.93 |  17.80 |  12.53 |   0.00 |   0.00 |
00:13-Sun-Feb-05-2017 PM2.5 |   4.82 |   4.66 |   4.82 |   4.32 |   0.00 |   0.00 |
00:14-Sun-Feb-05-2017 PM10  |  15.24 |  14.98 |  17.80 |  12.53 |   0.00 |   0.00 |
00:14-Sun-Feb-05-2017 PM2.5 |   4.56 |   4.65 |   4.82 |   4.32 |   0.00 |   0.00 |
00:19-Sun-Feb-05-2017 PM10  |  14.54 |  14.92 |  17.80 |  12.53 |   0.00 |   0.00 |
00:19-Sun-Feb-05-2017 PM2.5 |   4.65 |   4.65 |   4.82 |   4.32 |   0.00 |   0.00 |
00:20-Sun-Feb-05-2017 PM10  |  15.40 |  14.98 |  17.80 |  12.53 |   0.00 |   0.00 |
00:20-Sun-Feb-05-2017 PM2.5 |   4.71 |   4.66 |   4.82 |   4.32 |   0.00 |   0.00 |
00:25-Sun-Feb-05-2017 PM10  |  16.26 |  15.12 |  17.80 |  12.53 |   0.00 |   0.00 |
00:25-Sun-Feb-05-2017 PM2.5 |   4.62 |   4.65 |   4.82 |   4.32 |   0.00 |   0.00 |
00:26-Sun-Feb-05-2017 PM10  |  12.32 |  14.84 |  17.80 |  12.32 |   0.00 |   0.00 |
00:26-Sun-Feb-05-2017 PM2.5 |   4.42 |   4.63 |   4.82 |   4.32 |   0.00 |   0.00 |
00:31-Sun-Feb-05-2017 PM10  |  17.08 |  15.05 |  17.80 |  12.32 |   0.00 |   0.00 |
00:31-Sun-Feb-05-2017 PM2.5 |   4.34 |   4.60 |   4.82 |   4.32 |   0.00 |   0.00 |
00:32-Sun-Feb-05-2017 PM10  |  11.39 |  14.74 |  17.80 |  11.39 |   0.00 |   0.00 |
00:32-Sun-Feb-05-2017 PM2.5 |   4.43 |   4.59 |   4.82 |   4.32 |   0.00 |   0.00 |
00:37-Sun-Feb-05-2017 PM10  |  12.31 |  14.55 |  17.80 |  11.39 |   0.00 |   0.00 |
00:37-Sun-Feb-05-2017 PM2.5 |   4.32 |   4.57 |   4.82 |   4.32 |   0.00 |   0.00 |
00:38-Sun-Feb-05-2017 PM10  |  16.22 |  14.67 |  17.80 |  11.39 |   0.00 |   0.00 |
00:38-Sun-Feb-05-2017 PM2.5 |   4.39 |   4.55 |   4.82 |   4.32 |   0.00 |   0.00 |
00:43-Sun-Feb-05-2017 PM10  |  18.16 |  14.91 |  18.16 |  11.39 |   0.00 |   0.00 |
00:43-Sun-Feb-05-2017 PM2.5 |   4.36 |   4.54 |   4.82 |   4.32 |   0.00 |   0.00 |
00:44-Sun-Feb-05-2017 PM10  |  18.16 |  15.11 |  18.16 |  11.39 |   0.00 |   0.00 |
00:44-Sun-Feb-05-2017 PM2.5 |   4.36 |   4.53 |   4.82 |   4.32 |   0.00 |   0.00 |
00:45-Sun-Feb-05-2017 PM10  |  14.81 |  15.09 |  18.16 |  11.39 |   0.00 |   0.00 |
00:45-Sun-Feb-05-2017 PM2.5 |   4.33 |   4.52 |   4.82 |   4.32 |   0.00 |   0.00 |
00:50-Sun-Feb-05-2017 PM10  |  13.92 |  15.03 |  18.16 |  11.39 |   0.00 |   0.00 |
00:50-Sun-Feb-05-2017 PM2.5 |   4.53 |   4.52 |   4.82 |   4.32 |   0.00 |   0.00 |
00:51-Sun-Feb-05-2017 PM10  |  13.50 |  14.95 |  18.16 |  11.39 |   0.00 |   0.00 |
00:51-Sun-Feb-05-2017 PM2.5 |   4.51 |   4.52 |   4.82 |   4.32 |   0.00 |   0.00 |
00:56-Sun-Feb-05-2017 PM10  |  15.36 |  14.97 |  18.16 |  11.39 |   0.00 |   0.00 |
00:56-Sun-Feb-05-2017 PM2.5 |   4.67 |   4.53 |   4.82 |   4.32 |   0.00 |   0.00 |
00:57-Sun-Feb-05-2017 PM10  |  11.84 |  14.82 |  18.16 |  11.39 |   0.00 |   0.00 |
00:57-Sun-Feb-05-2017 PM2.5 |   3.96 |   4.50 |   4.82 |   3.96 |   0.00 |   0.00 |
01:02-Sun-Feb-05-2017 PM10  |  13.53 |  14.76 |  18.16 |  11.39 |   0.00 |   0.00 |
01:02-Sun-Feb-05-2017 PM2.5 |   4.55 |   4.50 |   4.82 |   3.96 |   0.00 |   0.00 |
01:03-Sun-Feb-05-2017 PM10  |  12.10 |  14.64 |  18.16 |  11.39 |   0.00 |   0.00 |
01:03-Sun-Feb-05-2017 PM2.5 |   4.50 |   4.50 |   4.82 |   3.96 |   0.00 |   0.00 |
01:08-Sun-Feb-05-2017 PM10  |  13.66 |  14.60 |  18.16 |  11.39 |   0.00 |   0.00 |
01:08-Sun-Feb-05-2017 PM2.5 |   4.32 |   4.49 |   4.82 |   3.96 |   0.00 |   0.00 |
01:09-Sun-Feb-05-2017 PM10  |  16.61 |  14.68 |  18.16 |  11.39 |   0.00 |   0.00 |
01:09-Sun-Feb-05-2017 PM2.5 |   4.10 |   4.48 |   4.82 |   3.96 |   0.00 |   0.00 |
01:10-Sun-Feb-05-2017 PM10  |  16.61 |  14.76 |  18.16 |  11.39 |   0.00 |   0.00 |
01:10-Sun-Feb-05-2017 PM2.5 |   4.10 |   4.46 |   4.82 |   3.96 |   0.00 |   0.00 |
01:15-Sun-Feb-05-2017 PM10  |  14.96 |  14.76 |  18.16 |  11.39 |   0.00 |   0.00 |
01:15-Sun-Feb-05-2017 PM2.5 |   4.57 |   4.47 |   4.82 |   3.96 |   0.00 |   0.00 |
01:16-Sun-Feb-05-2017 PM10  |  12.86 |  14.70 |  18.16 |  11.39 |   0.00 |   0.00 |
01:16-Sun-Feb-05-2017 PM2.5 |   4.38 |   4.46 |   4.82 |   3.96 |   0.00 |   0.00 |
01:21-Sun-Feb-05-2017 PM10  |  17.30 |  14.79 |  18.16 |  11.39 |   0.00 |   0.00 |
01:21-Sun-Feb-05-2017 PM2.5 |   4.53 |   4.47 |   4.82 |   3.96 |   0.00 |   0.00 |
01:22-Sun-Feb-05-2017 PM10  |  11.73 |  14.68 |  18.16 |  11.39 |   0.00 |   0.00 |
01:22-Sun-Feb-05-2017 PM2.5 |   4.15 |   4.46 |   4.82 |   3.96 |   0.00 |   0.00 |
01:27-Sun-Feb-05-2017 PM10  |  13.09 |  14.63 |  18.16 |  11.39 |   0.00 |   0.00 |
01:27-Sun-Feb-05-2017 PM2.5 |   4.24 |   4.45 |   4.82 |   3.96 |   0.00 |   0.00 |
01:28-Sun-Feb-05-2017 PM10  |  13.41 |  14.59 |  18.16 |  11.39 |   0.00 |   0.00 |
01:28-Sun-Feb-05-2017 PM2.5 |   4.33 |   4.45 |   4.82 |   3.96 |   0.00 |   0.00 |
01:33-Sun-Feb-05-2017 PM10  |  11.94 |  14.51 |  18.16 |  11.39 |   0.00 |   0.00 |
01:33-Sun-Feb-05-2017 PM2.5 |   4.35 |   4.44 |   4.82 |   3.96 |   0.00 |   0.00 |
01:34-Sun-Feb-05-2017 PM10  |  15.16 |  14.53 |  18.16 |  11.39 |   0.00 |   0.00 |
01:34-Sun-Feb-05-2017 PM2.5 |   4.40 |   4.44 |   4.82 |   3.96 |   0.00 |   0.00 |
01:39-Sun-Feb-05-2017 PM10  |  12.44 |  14.47 |  18.16 |  11.39 |   0.00 |   0.00 |
01:39-Sun-Feb-05-2017 PM2.5 |   4.12 |   4.43 |   4.82 |   3.96 |   0.00 |   0.00 |
01:40-Sun-Feb-05-2017 PM10  |  13.29 |  14.44 |  18.16 |  11.39 |   0.00 |   0.00 |
01:40-Sun-Feb-05-2017 PM2.5 |   4.17 |   4.42 |   4.82 |   3.96 |   0.00 |   0.00 |
01:41-Sun-Feb-05-2017 PM10  |  13.29 |  14.41 |  18.16 |  11.39 |   0.00 |   0.00 |
01:41-Sun-Feb-05-2017 PM2.5 |   4.17 |   4.42 |   4.82 |   3.96 |   0.00 |   0.00 |
01:46-Sun-Feb-05-2017 PM10  |  11.30 |  14.33 |  18.16 |  11.30 |   0.00 |   0.00 |
01:46-Sun-Feb-05-2017 PM2.5 |   4.05 |   4.41 |   4.82 |   3.96 |   0.00 |   0.00 |
01:47-Sun-Feb-05-2017 PM10  |  12.12 |  14.27 |  18.16 |  11.30 |   0.00 |   0.00 |
01:47-Sun-Feb-05-2017 PM2.5 |   3.88 |   4.39 |   4.82 |   3.88 |   0.00 |   0.00 |
01:52-Sun-Feb-05-2017 PM10  |  14.79 |  14.28 |  18.16 |  11.30 |   0.00 |   0.00 |
01:52-Sun-Feb-05-2017 PM2.5 |   4.27 |   4.39 |   4.82 |   3.88 |   0.00 |   0.00 |
01:53-Sun-Feb-05-2017 PM10  |  15.81 |  14.32 |  18.16 |  11.30 |   0.00 |   0.00 |
01:53-Sun-Feb-05-2017 PM2.5 |   4.75 |   4.40 |   4.82 |   3.88 |   0.00 |   0.00 |
01:58-Sun-Feb-05-2017 PM10  |  13.31 |  14.30 |  18.16 |  11.30 |   0.00 |   0.00 |
01:58-Sun-Feb-05-2017 PM2.5 |   4.53 |   4.40 |   4.82 |   3.88 |   0.00 |   0.00 |
01:59-Sun-Feb-05-2017 PM10  |  15.33 |  14.32 |  18.16 |  11.30 |   0.00 |   0.00 |
01:59-Sun-Feb-05-2017 PM2.5 |   4.30 |   4.40 |   4.82 |   3.88 |   0.00 |   0.00 |
02:04-Sun-Feb-05-2017 PM10  |  13.24 |  14.30 |  18.16 |  11.30 |   0.00 |   0.00 |
02:04-Sun-Feb-05-2017 PM2.5 |   4.26 |   4.40 |   4.82 |   3.88 |   0.00 |   0.00 |
02:05-Sun-Feb-05-2017 PM10  |  14.45 |  14.30 |  18.16 |  11.30 |   0.00 |   0.00 |
02:05-Sun-Feb-05-2017 PM2.5 |   4.41 |   4.40 |   4.82 |   3.88 |   0.00 |   0.00 |
02:10-Sun-Feb-05-2017 PM10  |  16.31 |  14.34 |  18.16 |  11.30 |   0.00 |   0.00 |
02:10-Sun-Feb-05-2017 PM2.5 |   4.98 |   4.41 |   4.98 |   3.88 |   0.00 |   0.00 |
02:11-Sun-Feb-05-2017 PM10  |  16.31 |  14.39 |  18.16 |  11.30 |   0.00 |   0.00 |
02:11-Sun-Feb-05-2017 PM2.5 |   4.98 |   4.42 |   4.98 |   3.88 |   0.00 |   0.00 |
02:12-Sun-Feb-05-2017 PM10  |  13.31 |  14.36 |  18.16 |  11.30 |   0.00 |   0.00 |
02:12-Sun-Feb-05-2017 PM2.5 |   4.46 |   4.42 |   4.98 |   3.88 |   0.00 |   0.00 |
02:17-Sun-Feb-05-2017 PM10  |  15.28 |  14.38 |  18.16 |  11.30 |   0.00 |   0.00 |
02:17-Sun-Feb-05-2017 PM2.5 |   4.47 |   4.42 |   4.98 |   3.88 |   0.00 |   0.00 |
02:18-Sun-Feb-05-2017 PM10  |  14.66 |  14.39 |  18.16 |  11.30 |   0.00 |   0.00 |
02:18-Sun-Feb-05-2017 PM2.5 |   4.67 |   4.43 |   4.98 |   3.88 |   0.00 |   0.00 |
02:23-Sun-Feb-05-2017 PM10  |  13.13 |  14.36 |  18.16 |  11.30 |   0.00 |   0.00 |
02:23-Sun-Feb-05-2017 PM2.5 |   3.87 |   4.42 |   4.98 |   3.87 |   0.00 |   0.00 |
02:24-Sun-Feb-05-2017 PM10  |  11.47 |  14.31 |  18.16 |  11.30 |   0.00 |   0.00 |
02:24-Sun-Feb-05-2017 PM2.5 |   4.04 |   4.41 |   4.98 |   3.87 |   0.00 |   0.00 |
02:29-Sun-Feb-05-2017 PM10  |  14.79 |  14.32 |  18.16 |  11.30 |   0.00 |   0.00 |
02:29-Sun-Feb-05-2017 PM2.5 |   4.43 |   4.41 |   4.98 |   3.87 |   0.00 |   0.00 |
02:30-Sun-Feb-05-2017 PM10  |  12.25 |  14.28 |  18.16 |  11.30 |   0.00 |   0.00 |
02:30-Sun-Feb-05-2017 PM2.5 |   4.25 |   4.41 |   4.98 |   3.87 |   0.00 |   0.00 |
02:35-Sun-Feb-05-2017 PM10  |  12.91 |  14.25 |  18.16 |  11.30 |   0.00 |   0.00 |
02:35-Sun-Feb-05-2017 PM2.5 |   4.45 |   4.41 |   4.98 |   3.87 |   0.00 |   0.00 |
02:37-Sun-Feb-05-2017 PM10  |  10.85 |  14.19 |  18.16 |  10.85 |   0.00 |   0.00 |
02:37-Sun-Feb-05-2017 PM2.5 |   4.44 |   4.41 |   4.98 |   3.87 |   0.00 |   0.00 |
02:42-Sun-Feb-05-2017 PM10  |  12.84 |  14.17 |  18.16 |  10.85 |   0.00 |   0.00 |
02:42-Sun-Feb-05-2017 PM2.5 |   4.50 |   4.41 |   4.98 |   3.87 |   0.00 |   0.00 |
02:43-Sun-Feb-05-2017 PM10  |  12.84 |  14.15 |  18.16 |  10.85 |   0.00 |   0.00 |
